date,selection,category,catalog
2026-05-11,"['Abwehrtechnik/Beinarbeit ', 'Duell um die Welt', '1:1 - 4:4 Gleichzahl mit und ohne Kreisläufer (mit zwei Anspielstationen) ']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-05-18,"['Herausspielen des Balles', 'Sprungwurf duell', 'Gegenstoss 2:1 zum 3:2']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-05-22,"['Täuschungen Nullkontakt li/re; re/li mit Ball ', 'Parallelpassen', 'Abwehrverhalten ']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-05-29,"['Passformen (Kernwurfpass, Bodenpass, Gegenstosspass) in der Bewegung', 'Einpassen auf Bänkli', 'Ball in Kreis ablegen']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-06-01,"['Kernwurf-Variationen mit 1-3 Schritten', 'Abdrängen des Gegners ', 'Viereck passen - drei mal prellen für Punkt']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-06-05,"['Sprungwurf hoch/weit', 'Rennen zum Ball', '2:1 bis 3:2 am Flügel']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-06-08,"['Prellen ', 'Täuschen/Durchbrechen (ohne/mit Ball)', '5er Passen']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-06-12,"['Zweierpassen übers ganze Feld', 'Tschechenviereck', 'Ball auf Kasten abschiessen']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-06-15,"['Abwehrtechnik/Beinarbeit ', 'Sprungwurf duell', 'Kreis anspielen']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-06-19,"['Duell um die Welt', 'Parallelpassen', 'Vom 2:1 zum 4:3 ']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-06-22,"['Täuschungen Nullkontakt li/re; re/li mit Ball ', 'Einpassen auf Bänkli', 'Ablaufen mit/ohne Ball ']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-06-26,"['Passformen (Kernwurfpass, Bodenpass, Gegenstosspass) in der Bewegung', 'Abdrängen des Gegners ', 'Gegenstoss 2:1 zum 3:2']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-06-29,"['Sprungwurf hoch/weit', 'Herausspielen des Balles', '1:1 - 4:4 Gleichzahl mit und ohne Kreisläufer (mit zwei Anspielstationen) ']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-07-03,"['Kernwurf-Variationen mit 1-3 Schritten', 'Prellen ', 'Ball in Kreis ablegen']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-08-17,"['Täuschen/Durchbrechen (ohne/mit Ball)', 'Rennen zum Ball', '2:1 bis 3:2 am Flügel']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-08-21,"['Abwehrtechnik/Beinarbeit ', 'Sprungwurf duell', 'Viereck passen - drei mal prellen für Punkt']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-08-24,"['Duell um die Welt', 'Tschechenviereck', 'Abwehrverhalten ']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-08-28,"['Zweierpassen übers ganze Feld', 'Parallelpassen', '5er Passen']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
2026-08-31,"['Abdrängen des Gegners ', 'Einpassen auf Bänkli', 'Kreis anspielen']","['Technik', 'Technik', 'Spielfähigkeit']",U13A/Catalogs_U13A/Cat001.csv
